Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Garage Finish,Garage Type_Attchd,Garage Type_Detchd,Kitchen Qual,Heating QC,BsmtFin Type 1,Bsmt Exposure,Bsmt Cond,Bsmt Qual,Foundation_CBlock,Foundation_PConc,Exter Qual,Roof Style_Gable,Roof Style_Hip,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_Somerst,MS Zoning,MS SubClass_50,MS SubClass_60,Lot Frontage,Lot Area,Overall Qual,Year Built,BsmtFin SF 1,Total Bsmt SF,Gr Liv Area,TotRms AbvGrd,Garage Yr Blt,Garage Cars,Garage Area,Id,Total Flr SF
0,1,0,1,1,0,4,4,6,2,3,3,1,0,3,0,1,1,0,0,8,0,0,68.0,9717,5,1950,49,1078,1078,5,1950.0,1,240,127,1078
0,1,0,1,0,1,3,5,1,1,3,3,1,0,3,1,0,0,0,0,6,1,0,60.0,10320,6,1906,0,756,1469,7,1906.0,1,216,1371,1469
0,1,0,1,1,0,3,3,1,1,3,3,1,0,3,0,1,0,0,0,8,0,0,0.0,31220,6,1952,0,1632,1474,7,1952.0,2,495,1014,1474
0,1,0,2,0,0,3,4,0,0,0,0,0,0,3,1,0,0,0,0,8,1,0,57.0,8050,5,1947,0,0,1137,8,1947.0,0,0,1507,1137
1,0,0,1,0,1,3,4,1,1,3,3,1,0,3,0,1,0,0,0,6,0,0,60.0,7596,5,1952,0,960,1960,10,1952.0,2,400,702,1960
0,1,0,1,0,1,3,4,1,1,3,3,0,1,3,1,0,0,0,0,6,0,0,57.0,8094,6,1915,0,1048,1768,8,1930.0,2,576,750,1768
1,0,0,3,1,0,3,5,6,1,3,4,1,0,3,1,0,0,0,0,8,0,1,0.0,10900,6,1977,378,689,1392,6,1977.0,1,299,261,1392
0,1,0,1,0,1,2,5,1,2,2,2,0,0,3,1,0,0,0,0,3,0,0,60.0,9000,4,1920,0,592,864,5,1920.0,1,216,1559,864
0,1,0,2,1,0,4,3,2,2,3,4,1,0,4,1,0,0,0,0,8,0,0,110.0,15417,7,1981,121,1740,1740,7,1981.0,2,540,577,1740
0,1,0,2,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,89.0,11645,7,2004,0,860,1720,7,2004.0,2,565,2812,1720
0,1,0,1,1,0,4,5,4,1,3,3,1,0,3,1,0,0,0,0,8,1,0,70.0,10512,6,1954,491,988,1626,6,1954.0,1,332,2080,1626
0,1,0,2,0,0,3,4,1,1,3,3,0,0,3,1,0,0,0,0,6,1,0,60.0,5586,6,1920,0,901,1198,7,1920.0,0,0,1368,1198
0,1,0,2,1,0,3,3,5,3,3,3,1,0,3,1,0,1,0,0,8,0,0,68.0,7838,5,1967,769,864,900,6,1967.0,1,288,2376,900
0,1,0,1,0,1,4,5,1,1,3,3,0,0,4,1,0,0,0,0,8,0,0,52.0,9022,5,1924,0,768,792,5,1924.0,1,240,659,792
1,0,0,1,1,0,3,3,5,1,3,3,1,0,3,0,1,1,0,0,8,0,0,0.0,7390,5,1955,902,1098,1098,6,1955.0,1,260,1235,1098
0,1,0,2,0,0,3,5,1,1,3,3,1,0,3,1,0,0,0,0,6,0,0,21.0,1900,4,1970,0,546,1092,5,1970.0,0,0,332,1092
0,1,0,2,1,0,4,3,5,1,3,3,1,0,3,1,0,1,0,0,8,0,0,73.0,8760,6,1957,873,936,936,4,1957.0,1,315,1917,936
0,1,0,2,1,0,4,5,4,2,3,5,0,1,4,1,0,0,0,0,8,0,1,103.0,13125,7,1991,48,1104,2127,8,1991.0,3,833,2094,2127
1,0,0,3,0,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,0.0,9240,8,2001,0,1055,2263,7,2001.0,2,905,1460,2263
1,0,0,3,1,0,4,5,6,4,3,4,0,1,3,1,0,0,0,0,8,0,0,75.0,13125,6,1997,994,1478,1493,7,1997.0,2,508,1471,1493
0,1,0,1,0,1,3,5,4,1,3,3,1,0,3,1,0,0,0,0,8,1,0,70.0,11767,5,1946,352,768,1200,6,1946.0,1,240,1509,1200
0,1,0,1,1,0,3,3,4,1,3,3,1,0,3,1,0,1,0,0,8,0,0,80.0,9250,5,1954,480,1056,1056,6,1954.0,1,260,1922,1056
0,0,1,3,1,0,5,5,6,4,3,5,0,1,5,0,1,0,0,0,8,0,0,105.0,13693,10,2007,2288,2630,2674,8,2007.0,3,762,433,2674
1,0,0,2,1,0,5,5,1,1,3,5,0,1,5,0,1,0,0,0,8,0,0,48.0,6472,9,2008,0,1451,1456,6,2008.0,2,539,460,1456
0,0,1,2,1,0,4,5,6,1,3,4,0,1,3,1,0,0,0,1,8,0,0,78.0,10206,8,2007,33,1563,1563,6,2007.0,3,758,1116,1563
0,1,0,1,0,1,4,5,6,1,3,4,0,1,3,1,0,0,0,0,8,0,0,66.0,13695,6,2003,814,1114,1114,6,2004.0,2,576,1137,1114
1,0,0,3,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,0,43.0,3203,7,2006,16,1145,1145,6,2006.0,2,437,53,1145
0,1,0,3,0,0,4,5,5,1,3,4,0,1,4,1,0,0,0,1,7,0,1,75.0,9512,7,2005,788,960,2318,8,2005.0,2,541,2354,2318
0,0,1,1,1,0,4,5,6,2,3,4,0,1,4,1,0,0,0,0,8,0,0,75.0,9750,7,2004,24,1445,1445,6,2004.0,2,470,1475,1445
0,1,0,3,1,0,5,5,6,3,3,5,0,1,4,0,1,0,1,0,8,0,1,160.0,15623,10,1996,2096,2396,4476,10,1996.0,3,813,1761,4476
0,1,0,1,0,1,3,5,5,1,4,4,0,1,3,1,0,0,0,0,8,0,0,60.0,8072,5,1994,746,990,990,5,2000.0,2,480,842,990
0,0,1,3,1,0,3,5,5,4,3,3,1,0,3,1,0,0,0,0,8,0,0,78.0,11679,5,1962,612,1776,1560,6,1962.0,2,528,2739,1560
0,1,0,2,0,1,4,5,1,1,3,4,0,1,4,1,0,0,0,1,7,0,0,24.0,2544,7,2005,0,600,1223,4,2005.0,2,480,2509,1143
0,1,0,3,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,0.0,10832,7,1994,0,712,1895,7,1994.0,2,409,1007,1895
0,1,0,2,1,0,4,3,3,1,3,3,1,0,3,1,0,1,0,0,8,1,0,77.0,9786,6,1962,600,912,1734,7,1962.0,2,440,2610,1734
0,1,0,1,0,1,5,5,1,1,3,2,0,0,3,1,0,0,0,0,8,0,0,60.0,5400,5,1920,0,691,691,4,1920.0,1,216,1952,691
1,0,0,2,1,0,3,3,3,1,3,3,1,0,3,1,0,0,0,0,8,0,0,75.0,8235,5,1977,483,1949,1949,10,1977.0,2,586,2719,1949
0,1,0,1,0,0,3,3,3,1,3,3,1,0,3,1,0,0,0,0,6,0,0,21.0,1894,4,1970,252,546,1092,6,1970.0,1,286,2921,1092
0,1,0,2,1,0,3,4,3,1,3,3,1,0,3,0,1,1,0,0,8,0,0,70.0,7903,5,1960,739,1242,1242,6,1960.0,1,324,1966,1242
0,1,0,2,0,0,3,5,1,1,2,3,0,1,3,1,0,0,0,0,8,1,0,51.0,9839,5,1931,0,894,1666,7,1931.0,0,0,292,1666
1,0,0,2,1,0,3,4,4,1,3,3,1,0,3,1,0,0,0,0,8,0,1,0.0,9900,7,1968,552,832,1978,9,1968.0,2,486,1204,1978
0,1,0,2,1,0,4,3,2,4,3,3,1,0,4,1,0,0,0,0,8,0,1,0.0,17542,7,1974,125,1192,2167,9,1974.0,2,518,1829,2167
0,1,0,3,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,75.0,9073,7,2006,0,738,1492,8,2006.0,2,440,2419,1492
1,0,0,2,1,0,3,3,1,1,3,4,1,0,3,0,1,0,0,0,8,0,0,78.0,10140,6,1974,0,1064,1350,7,1974.0,2,478,391,1350
0,1,0,1,0,1,3,3,3,2,3,3,0,0,3,1,0,0,0,0,8,1,0,60.0,9060,6,1939,204,560,1258,6,1939.0,1,280,798,1258
0,1,0,3,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,1,0.0,8965,7,2003,652,782,1489,8,2003.0,2,400,481,1489
0,1,0,1,0,1,4,3,4,1,3,4,0,0,3,1,0,0,0,0,8,0,0,0.0,7793,7,1922,474,1108,2068,8,1928.0,1,315,193,2068
0,1,0,1,0,1,3,4,2,1,3,3,1,0,3,0,1,0,0,0,8,0,0,63.0,9750,5,1962,68,980,980,5,1969.0,2,400,555,980
0,1,0,1,0,1,2,2,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,74.0,10206,3,1952,0,0,944,4,1956.0,2,528,899,944
0,1,0,2,1,0,3,3,6,1,3,4,0,1,3,1,0,0,0,0,8,0,1,78.0,10140,7,1976,194,832,1664,8,1976.0,2,528,2357,1664
0,1,0,2,1,0,3,5,6,4,3,4,1,0,3,1,0,0,0,0,6,0,0,31.0,2394,5,1973,915,945,945,5,1973.0,1,253,328,945
0,1,0,3,0,1,2,5,3,2,4,3,0,0,3,1,0,0,0,0,8,0,0,55.0,10267,6,1918,210,816,838,5,1961.0,1,275,1356,838
0,1,0,1,1,0,3,3,5,1,4,4,1,0,3,0,1,0,0,0,8,0,0,60.0,6360,5,1963,489,864,864,5,1963.0,1,276,1154,864
0,1,0,3,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,65.0,10237,6,2005,0,783,1484,8,2005.0,2,393,1730,1484
0,1,0,2,1,0,3,5,6,3,3,4,1,0,3,1,0,0,0,0,8,0,0,0.0,7540,6,1978,773,888,912,5,1978.0,2,470,2249,912
0,0,1,3,1,0,4,5,6,3,3,4,0,1,4,0,1,0,0,1,8,0,1,80.0,9428,8,2007,729,955,1874,8,2007.0,3,880,1119,1874
0,1,0,1,0,1,3,2,2,3,2,3,1,0,3,1,0,0,0,0,8,1,0,84.0,10164,5,1939,646,992,1465,6,1939.0,1,240,2856,1465
0,1,0,2,0,0,3,3,1,1,3,3,1,0,3,1,0,0,0,0,8,0,0,85.0,13825,5,1958,0,533,1601,6,1958.0,1,300,1394,1601
0,1,0,1,0,1,3,5,4,1,3,4,1,0,3,1,0,1,0,0,8,0,0,55.0,7700,5,1956,271,301,1145,6,1993.0,2,684,2587,1145
1,0,0,3,1,0,4,5,1,1,3,5,0,1,4,0,1,0,1,0,8,0,1,60.0,17433,8,1998,0,1629,2475,7,1998.0,3,962,61,2475
0,1,0,1,0,1,3,5,1,1,3,3,0,0,3,1,0,0,0,0,6,0,0,70.0,6300,7,1910,0,1226,2104,9,1910.0,2,432,2661,2104
0,1,0,1,1,0,3,3,6,3,3,3,1,0,3,1,0,0,0,0,8,0,0,80.0,10366,6,1964,456,912,934,4,1964.0,1,336,2711,934
1,0,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,1,76.0,9291,6,1993,426,832,1710,7,1993.0,2,506,1147,1710
0,1,0,1,1,0,4,5,1,1,3,3,0,0,3,1,0,0,0,0,6,0,0,0.0,5775,6,1915,0,483,1427,7,1915.0,1,379,757,1427
0,1,0,1,0,1,3,3,0,0,0,0,0,0,3,1,0,1,0,0,8,0,0,60.0,7200,4,1950,0,0,1040,4,1950.0,2,420,2623,1040
0,1,0,2,1,0,3,4,5,1,3,4,1,0,3,1,0,0,0,0,8,0,0,24.0,2179,6,1976,70,855,1456,6,1976.0,2,460,2378,1456
0,0,0,1,0,1,3,3,3,1,3,3,1,0,4,1,0,0,0,0,8,0,1,50.0,9360,6,1962,324,621,1269,7,1962.0,1,280,1413,1269
0,0,1,2,1,0,4,5,6,2,4,4,0,1,4,1,0,0,0,0,8,0,0,44.0,6442,8,2006,24,1370,1370,6,2006.0,2,484,1722,1370
0,0,1,3,0,0,4,5,1,2,3,4,0,1,4,1,0,0,0,1,8,0,1,86.0,14598,6,2007,0,894,1933,9,2007.0,3,668,1112,1933
0,1,0,3,1,0,3,4,5,1,3,4,0,1,3,1,0,0,0,0,8,0,1,0.0,8637,6,1999,871,923,1714,7,2000.0,2,451,1623,1714
1,0,0,2,1,0,4,3,5,1,3,3,1,0,4,0,1,0,0,0,8,0,1,76.0,9120,6,1974,442,901,1876,8,1974.0,2,540,1201,1876
0,1,0,1,0,1,4,3,5,1,3,3,0,1,3,1,0,0,0,0,8,0,0,67.0,5142,4,1923,224,949,1292,6,1923.0,1,205,1513,1292
0,1,0,2,1,0,3,3,5,4,3,4,1,0,3,0,1,0,0,0,8,0,0,150.0,215245,7,1965,1236,2136,2036,8,1965.0,2,513,957,2036
1,0,0,2,1,0,5,5,6,3,3,4,0,1,4,1,0,0,0,1,7,0,0,35.0,4109,9,1999,1141,1557,1557,5,1999.0,2,484,1171,1557
0,1,0,3,1,0,4,4,6,1,3,4,0,1,4,1,0,0,0,0,8,0,1,75.0,8285,7,1992,397,836,1737,7,1992.0,2,506,1145,1737
1,0,0,1,1,0,3,3,3,3,3,4,1,0,3,1,0,0,0,0,8,0,0,0.0,20355,7,1967,810,1865,1830,6,1967.0,2,521,2726,1830
0,1,0,1,0,1,3,4,1,1,3,3,1,0,3,1,0,0,0,0,6,0,1,60.0,3378,7,1946,0,651,1389,6,1947.0,1,240,703,1389
0,1,0,2,0,0,4,3,4,3,2,4,0,1,3,0,1,0,0,0,6,0,0,86.0,5160,4,1923,749,858,892,5,1923.0,0,0,760,892
0,1,0,2,1,0,4,5,6,1,3,3,1,0,3,0,1,1,0,0,8,0,0,0.0,7500,5,1959,574,1040,1040,6,1959.0,1,286,1964,1040
1,0,0,1,0,1,4,5,6,1,3,4,0,1,4,0,1,0,0,1,7,0,0,35.0,3735,7,1999,450,691,1452,6,1999.0,2,506,2512,1452
0,1,0,1,0,1,3,4,6,1,3,3,1,0,3,1,0,0,0,0,8,0,0,64.0,6979,6,1980,1056,1056,1056,4,1980.0,2,576,159,1056
1,0,0,2,1,0,3,3,4,1,3,3,1,0,3,0,1,1,0,0,8,0,1,71.0,7056,6,1963,400,780,1796,8,1963.0,2,483,1281,1796
0,1,0,3,0,0,4,5,1,3,3,4,0,1,4,1,0,0,0,0,8,0,1,122.0,11911,6,2005,0,684,1560,6,2005.0,2,400,468,1560
0,1,0,1,0,1,3,3,3,1,3,3,1,0,3,1,0,0,0,0,8,0,0,0.0,7890,6,1939,238,856,856,4,1939.0,2,399,290,856
0,1,0,3,0,1,4,3,1,1,3,3,0,0,3,1,0,0,0,0,8,0,0,60.0,10800,5,1920,0,720,846,4,1980.0,2,576,665,846
0,1,0,1,1,0,4,5,1,2,3,4,0,1,4,1,0,0,0,0,8,0,1,0.0,11250,8,2002,0,1128,2290,9,2002.0,2,779,1463,2290
0,1,0,2,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,1,8,0,1,70.0,9605,7,2006,0,982,1977,7,2006.0,3,574,1792,1977
0,1,0,1,1,0,3,5,3,1,3,3,1,0,3,1,0,0,0,0,8,0,0,80.0,14680,5,1960,793,1273,1273,5,1960.0,1,307,923,1273
1,0,0,2,1,0,4,5,1,1,3,4,0,1,4,1,0,0,1,0,8,0,1,79.0,10208,7,1996,0,1264,2344,7,1996.0,3,889,500,2344
0,1,0,2,0,0,2,5,5,4,3,3,0,1,3,0,0,0,0,0,8,0,0,85.0,19550,5,1940,1035,1580,1518,5,1940.0,0,0,1408,1518
0,1,0,2,0,0,3,5,2,3,3,4,1,0,3,1,0,0,0,0,6,0,0,21.0,1491,4,1972,150,630,630,3,1972.0,0,0,331,630
1,0,0,1,0,0,3,3,5,1,3,3,0,1,3,0,1,0,0,0,6,1,0,60.0,4800,4,1900,48,709,1844,9,1900.0,1,240,170,1844
0,1,0,1,0,1,3,3,4,1,3,3,1,0,3,1,0,0,0,0,8,0,0,60.0,8172,4,1955,544,768,768,4,1959.0,1,355,2192,768
0,1,0,1,0,1,4,4,6,1,3,3,0,1,4,1,0,1,0,0,8,0,0,174.0,25419,8,1918,1036,1360,3112,8,1918.0,2,795,2571,2720
0,1,0,3,1,0,3,4,5,1,3,4,0,1,3,1,0,0,0,0,8,0,1,0.0,13031,6,1995,592,691,1498,6,1995.0,2,409,2314,1498
0,1,0,1,0,1,3,3,1,1,2,3,0,0,3,1,0,0,0,0,6,0,0,50.0,5633,5,1925,0,844,844,5,1925.0,1,216,2647,844
0,0,1,3,0,0,5,5,6,1,3,5,0,1,5,0,1,0,0,0,8,0,1,110.0,14257,9,2007,1360,1776,2772,10,2007.0,3,754,422,2772
0,1,0,3,1,0,5,5,6,2,3,5,0,1,4,1,0,0,0,1,8,0,0,49.0,20896,8,2005,1721,2077,2097,8,2005.0,3,1134,2457,2097
0,1,0,2,1,0,4,5,1,1,4,5,0,1,4,1,0,0,0,1,7,0,0,47.0,4230,7,2006,0,1352,1352,5,2006.0,2,466,1838,1352
0,1,0,2,1,0,4,5,1,3,3,4,0,1,4,1,0,0,0,0,8,0,1,120.0,15611,8,2006,0,1079,1919,8,2006.0,2,685,2805,1919
0,1,0,1,1,0,3,3,6,1,3,4,1,0,3,0,1,0,0,0,8,0,0,0.0,10960,6,1984,256,1284,1284,5,1984.0,2,480,1645,1284
1,0,0,3,0,0,5,5,1,1,3,4,0,1,4,0,1,0,0,0,8,0,1,93.0,11999,8,2003,0,1181,2374,10,2003.0,3,656,1711,2374
0,1,0,3,0,0,4,5,1,1,3,5,0,1,4,1,0,0,0,0,8,0,1,90.0,11060,7,2003,0,1150,2314,9,2003.0,2,502,2825,2314
0,1,0,3,1,0,5,5,1,4,3,5,0,1,5,0,1,0,0,0,8,0,0,89.0,13214,9,2008,0,2002,2018,10,2009.0,3,746,322,2018
0,0,1,2,1,0,4,5,1,3,3,4,0,1,4,1,0,0,0,0,8,0,0,66.0,10235,8,2007,0,1643,1651,7,2007.0,3,870,2103,1651
0,1,0,1,1,0,3,3,3,1,2,2,1,0,3,1,0,1,0,0,8,0,0,74.0,13008,6,1956,564,882,882,5,1956.0,1,502,342,882
0,1,0,1,0,1,3,4,5,1,3,3,1,0,3,1,0,1,0,0,8,0,0,60.0,7436,4,1960,734,894,894,5,1988.0,2,396,600,894
1,0,0,3,1,0,3,5,1,1,3,4,0,1,3,1,0,0,0,0,8,0,1,60.0,8123,6,2000,0,982,1800,7,2000.0,2,463,488,1800
1,0,0,2,1,0,5,5,1,1,3,5,0,1,5,0,1,0,0,0,8,0,0,68.0,7820,9,2007,0,1869,1869,6,2007.0,2,617,1725,1869
0,0,1,3,1,0,4,4,6,4,3,4,0,1,4,0,1,0,0,0,6,0,0,59.0,5568,8,2006,1573,1573,1625,5,2006.0,2,495,2246,1625
0,1,0,1,1,0,3,5,2,1,3,3,1,0,3,1,0,0,0,0,8,1,0,60.0,8400,6,1940,388,940,1595,6,1940.0,1,240,2847,1595
0,1,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,1,80.0,9828,8,1995,584,1128,2020,8,1995.0,2,466,806,2020
0,1,0,3,0,0,4,5,1,1,3,4,0,1,4,1,0,0,0,1,7,0,1,75.0,9375,7,2003,0,912,2094,8,2003.0,2,615,530,2094
0,1,0,1,1,0,4,3,6,2,3,4,1,0,3,1,0,0,0,0,8,0,0,130.0,11457,6,1988,1005,1392,1412,6,1988.0,2,576,963,1412
0,1,0,1,0,1,3,5,3,1,3,3,1,0,4,1,0,0,0,0,6,1,0,51.0,6120,3,1930,347,728,1162,6,1930.0,1,258,2678,1162
0,1,0,2,0,0,3,4,1,1,2,3,0,0,3,1,0,0,0,0,6,1,0,55.0,8800,4,1910,0,576,1140,7,1910.0,0,0,171,1140
1,0,0,3,1,0,5,5,6,1,3,5,0,1,5,0,1,0,0,0,8,0,1,56.0,20431,9,2005,1410,1848,2728,10,2006.0,3,706,2401,2728
0,1,0,2,1,0,4,5,6,1,4,4,0,1,4,1,0,0,0,0,8,0,1,85.0,10560,7,1993,474,1079,1879,8,1993.0,2,473,805,1879
1,0,0,2,1,0,4,4,1,1,3,3,1,0,3,0,1,0,0,0,8,0,0,149.0,19958,6,1958,0,585,2279,7,1958.0,2,461,2259,2279
0,1,0,3,0,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,0,87.0,11084,7,2004,192,384,1374,8,2004.0,2,400,1748,1374
0,1,0,1,0,1,3,3,3,1,3,3,1,0,3,1,0,0,0,0,6,0,0,60.0,10266,6,1952,372,768,1536,7,1952.0,1,308,1361,1536
1,0,0,1,0,1,3,3,4,1,3,3,1,0,3,1,0,0,0,0,6,0,0,21.0,1890,6,1973,356,672,1218,7,1973.0,1,264,1677,1218
0,0,1,2,1,0,3,5,3,2,3,3,1,0,3,0,1,0,0,0,8,0,0,85.0,10452,6,1953,500,1094,1094,5,1953.0,2,495,1406,1094
0,1,0,2,0,0,4,5,1,1,4,5,0,1,4,1,0,0,0,0,8,0,1,168.0,23257,7,2006,0,868,2021,9,2006.0,2,422,2322,2021
1,0,0,1,1,0,3,3,1,1,3,3,1,0,3,1,0,1,0,0,8,0,1,76.0,7570,6,1964,0,780,1806,8,1964.0,2,483,688,1806
0,1,0,2,1,0,3,3,3,1,3,3,1,0,3,1,0,1,0,0,8,0,0,70.0,8400,5,1957,922,1314,1314,5,1957.0,1,294,143,1314
1,0,0,1,1,0,4,5,5,1,3,4,0,1,4,1,0,0,0,0,8,0,1,75.0,9317,7,1993,513,740,1775,7,1993.0,2,425,804,1775
1,0,0,2,1,0,3,3,6,4,3,3,1,0,3,1,0,1,0,0,8,0,0,82.0,9020,6,1964,624,1248,1350,6,1964.0,2,520,1214,1350
1,0,0,3,0,0,3,4,6,4,3,4,0,1,3,1,0,0,0,0,6,0,0,35.0,3675,6,2005,547,547,1072,5,2005.0,2,525,2828,1072
0,1,0,1,0,1,3,5,3,2,2,3,0,0,3,0,1,0,0,0,3,0,0,60.0,7200,6,1910,1046,1214,2291,9,1900.0,2,506,1999,2291
0,1,0,2,1,0,4,5,1,1,4,4,0,1,4,1,0,0,0,1,7,0,1,65.0,8125,7,2006,0,770,1576,6,2006.0,2,614,2467,1576
0,1,0,1,0,1,4,5,1,1,3,2,0,0,3,0,1,0,0,0,6,0,0,60.0,7200,7,1920,0,596,1762,8,1989.0,2,576,2665,1762
1,0,0,1,0,0,4,5,3,2,3,3,1,0,3,1,0,0,0,0,8,1,0,0.0,14100,8,1935,192,728,3447,11,1982.0,3,1014,1538,3447
0,1,0,1,0,1,3,3,5,1,3,3,1,0,3,1,0,1,0,0,8,0,0,60.0,7038,4,1970,726,864,864,5,2001.0,2,576,398,864
0,1,0,1,1,0,3,3,5,2,3,4,1,0,3,1,0,0,0,0,8,0,0,73.0,16133,5,1969,847,1176,1176,5,1969.0,1,360,2822,1176
1,0,0,3,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,6,0,0,36.0,4435,6,2003,659,848,848,3,2003.0,2,420,2157,848
0,1,0,1,1,0,4,5,5,4,3,4,0,1,3,1,0,0,0,0,8,0,0,0.0,16157,5,1978,680,1360,1432,5,1978.0,2,588,1856,1432
0,1,0,1,0,1,3,4,0,0,0,0,1,0,3,0,1,1,0,0,8,0,0,60.0,7200,5,1950,0,0,1048,7,1950.0,2,420,1269,1048
0,1,0,1,1,0,3,3,2,1,3,3,1,0,3,1,0,1,0,0,8,0,0,75.0,9000,5,1954,812,936,1128,5,1954.0,1,286,2570,1128
0,1,0,3,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,72.0,10463,8,2005,0,893,1801,8,2005.0,3,800,2320,1801
0,1,0,1,0,1,2,3,4,1,3,3,0,0,3,1,0,0,0,0,5,0,0,0.0,12155,6,1925,156,672,1482,7,1934.0,1,400,1517,1482
0,1,0,2,0,0,3,3,4,2,3,4,0,1,3,1,0,0,0,0,8,0,0,63.0,10712,5,1991,212,974,974,5,1991.0,0,0,2304,974
0,1,0,1,0,1,3,5,1,1,3,3,1,0,3,1,0,0,0,0,6,1,0,69.0,9143,5,1900,0,346,1017,5,1961.0,1,308,1312,1017
0,1,0,1,0,1,3,5,5,1,4,3,0,0,3,1,0,0,0,0,6,1,0,60.0,6000,6,1941,375,735,1218,6,2003.0,2,440,2012,1218
0,1,0,3,0,0,4,5,6,1,3,4,0,1,4,1,0,0,1,0,8,0,1,0.0,29959,7,1994,595,973,1850,7,1994.0,2,467,506,1850
0,1,0,1,0,1,3,3,3,1,3,4,0,0,3,1,0,0,0,0,8,0,0,80.0,16560,6,1932,503,952,2345,9,1932.0,2,360,2865,2345
1,0,0,1,0,1,3,3,4,1,2,3,1,0,3,1,0,0,0,0,6,0,0,21.0,1953,6,1973,309,483,987,5,1973.0,1,264,2367,987
